Date,Area Name,Road/Intersection Name,Traffic Volume,Average Speed,Travel Time Index,Congestion Level,Road Capacity Utilization,Incident Reports,Environmental Impact,Public Transport Usage,Traffic Signal Compliance,Parking Usage,Pedestrian and Cyclist Count,Weather Conditions,Roadwork and Construction Activity,Ward,Searches,Searches which got estimate,Searches for Quotes,Searches which got Quotes,Bookings,Completed Trips,Search-to-estimate Rate,Estimate-to-search for quotes Rate,Quote Acceptance Rate,Quote-to-booking Rate,Cancelled Bookings,Booking Cancellation Rate,Conversion Rate,Drivers' Earnings,Average Distance per Trip (km),Average Fare per Trip,Distance Travelled (km),latitude,longitude,h3_index
2022-09-01,koramangala,Sony World Junction,34415,28.89854060370162,1.5,100.0,100.0,2,118.83,15.032784156022284,97.83186397563009,71.63709128311865,96,Clear,Yes,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2022-09-01,koramangala,Sarjapur Road,27289,29.046927765678515,1.5,95.75546399226528,100.0,4,104.578,50.03901123199132,87.58759788609976,93.7466313287059,110,Fog,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2022-09-02,whitefield,Marathahalli Bridge,18056,42.62522663456426,1.2067547547681428,57.30309795368895,88.7119406746729,0,86.112,47.83065540200717,77.76461577809307,59.81623920636119,75,Clear,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2022-09-02,whitefield,ITPL Main Road,23506,62.80492805415359,1.0247872243756524,68.70354296163148,100.0,0,97.012,13.143352003908712,73.10935219359556,94.3512853947576,84,Overcast,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2022-09-02,koramangala,Sarjapur Road,31924,29.97965656461226,1.5,100.0,100.0,1,113.848,35.21959946533468,71.81705227376884,92.36504320647106,100,Clear,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2022-09-03,whitefield,Marathahalli Bridge,7098,34.117383613490034,1.3980885013424522,33.49375475312251,32.360488468370846,0,64.196,44.43344593923028,65.9513733495084,75.20197040790958,196,Overcast,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2022-09-03,koramangala,Sony World Junction,69407,44.73228385202868,1.5,100.0,100.0,2,188.814,53.053770483787694,93.14560155944388,82.89738526887777,96,Clear,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2022-09-03,koramangala,Sarjapur Road,44345,45.24842877238452,1.5,100.0,100.0,0,138.69,38.85006080115052,87.64101946748174,71.11767545344415,101,Clear,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2022-09-04,whitefield,Marathahalli Bridge,17562,42.12204276060663,1.2030501581702064,62.18358118451658,92.5726417251028,1,85.124,65.18477503279837,89.93348596904076,61.63084972386128,95,Clear,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2022-09-04,koramangala,Sarjapur Road,49823,44.77601648647869,1.5,100.0,100.0,2,149.64600000000002,15.210582730716876,82.42730105696337,67.93323071747955,84,Rain,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2022-09-05,koramangala,Sony World Junction,48284,35.864153133962006,1.5,100.0,100.0,1,146.56799999999998,30.18844682745808,98.03122899259638,63.29578397193258,83,Clear,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2022-09-05,koramangala,Sarjapur Road,45992,21.5829465932405,1.5,100.0,100.0,2,141.98399999999998,18.6219002853859,66.27180706825125,89.51188736136203,93,Clear,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2022-09-06,whitefield,ITPL Main Road,14028,61.529559276394565,1.3327370252176909,46.85721556751464,71.6765141973243,0,78.056,54.6718230436544,69.20395415308721,68.66447196030958,168,Clear,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2022-09-06,koramangala,Sony World Junction,46257,23.25777718053168,1.5,100.0,100.0,4,142.514,41.32843241842606,99.75534778308484,70.63340104085776,97,Fog,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2022-09-07,koramangala,Sarjapur Road,42769,38.354936521493904,1.5,100.0,100.0,3,135.538,50.134206589397984,83.90569748663947,89.45965683866655,77,Overcast,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2022-09-08,whitefield,Marathahalli Bridge,32273,41.80941043233798,1.5,99.2593024260872,100.0,1,114.546,48.55125019703647,88.38667798337241,93.91390789615916,99,Clear,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2022-09-08,whitefield,ITPL Main Road,20736,67.81228091401297,1.1974197960972923,72.33124100919213,100.0,2,91.472,11.021077698117931,86.81311181141766,81.0046020376139,83,Clear,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2022-09-08,koramangala,Sony World Junction,45524,38.0337780870011,1.5,100.0,100.0,2,141.048,14.349182963852064,88.47458599264155,86.12909154182421,89,Clear,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2022-09-08,koramangala,Sarjapur Road,44981,49.08642716454136,1.5,100.0,100.0,0,139.962,65.79640387286562,91.37527031687424,62.67734050771716,90,Clear,Yes,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2022-09-09,whitefield,Marathahalli Bridge,19952,45.61373677679449,1.324017991573803,65.95057063347781,96.29231517905984,0,89.904,65.78778873352691,88.11972736892402,75.32639762698805,94,Rain,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2022-09-09,koramangala,Sony World Junction,15486,34.491668250544414,1.0641747867296631,51.25079106286901,79.41955015476384,0,80.97200000000001,56.83741228651003,83.24288246591274,71.94695534641977,115,Clear,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2022-09-10,whitefield,Marathahalli Bridge,26837,38.19285734156989,1.5,79.51829463205283,100.0,0,103.674,16.796839109134375,97.8310965255962,96.80414672575262,108,Overcast,Yes,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2022-09-10,whitefield,ITPL Main Road,15788,57.67618737074192,1.2014299053750472,47.211975259742815,80.42387481173526,1,81.576,53.343015783891886,73.27795856447288,89.63595559171651,99,Clear,Yes,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2022-09-11,whitefield,Marathahalli Bridge,26945,27.31191134378242,1.5,96.10824449684472,100.0,3,103.89,22.38973339733117,65.2254481929512,59.10117605583857,119,Fog,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2022-09-11,koramangala,Sony World Junction,48695,31.28327814891036,1.5,100.0,100.0,2,147.39,64.2494779007271,68.75852183264747,94.4533414861415,87,Rain,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2022-09-11,koramangala,Sarjapur Road,60237,50.688364481347634,1.5,100.0,100.0,3,170.474,78.70066504927027,69.46242807811475,97.67396622412976,104,Clear,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2022-09-12,whitefield,Marathahalli Bridge,25714,23.191969183528823,1.5,94.0047798986748,100.0,1,101.428,76.88236716248329,63.40604963403609,88.55924667676621,101,Clear,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2022-09-12,koramangala,Sony World Junction,47293,23.88881859447831,1.5,100.0,100.0,2,144.586,15.579113192534985,96.6750339032246,82.38532174595218,95,Clear,Yes,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2022-09-12,koramangala,Sarjapur Road,29449,31.143232178978348,1.5,97.68649095591832,100.0,3,108.898,66.2965547885959,84.5569851193392,60.12473409552618,86,Clear,Yes,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2022-09-13,whitefield,Marathahalli Bridge,24754,60.67819281195702,1.2360660509804138,84.80065013023489,100.0,3,99.508,63.41001739178272,72.74273054863926,68.6763122533726,97,Clear,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2022-09-13,koramangala,Sony World Junction,32377,43.46413161159303,1.5,100.0,100.0,1,114.754,21.32800223601313,75.48941025459234,78.14002610934595,98,Clear,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2022-09-13,koramangala,Sarjapur Road,31283,25.74381006649925,1.5,100.0,100.0,3,112.566,13.282535668133796,96.30448473573662,53.99769205508196,100,Overcast,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2022-09-14,koramangala,Sony World Junction,44799,29.703540845981827,1.5,100.0,100.0,3,139.598,27.08987871962493,61.18389092848521,99.14003634315276,92,Clear,Yes,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2022-09-14,koramangala,Sarjapur Road,15407,44.07710961083603,1.279304948825527,55.49468246282429,76.56675933291255,3,80.814,71.57508060525345,69.00331534303443,69.8633450995417,95,Clear,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2022-09-15,whitefield,Marathahalli Bridge,15372,31.88344779800982,1.259902379933299,51.57650440048039,75.62278176574445,0,80.744,68.71643934202677,93.5572411055392,86.31139440911153,123,Clear,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2022-09-15,whitefield,ITPL Main Road,24341,29.272171670405022,1.2636594541715849,90.88689747928962,100.0,4,98.682,51.07142094666339,94.67755403171564,66.21486120889446,119,Rain,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2022-09-15,koramangala,Sony World Junction,32506,33.87821832240198,1.5,100.0,100.0,4,115.012,51.98320195403881,88.88075099712668,56.77047078269473,115,Rain,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2022-09-15,koramangala,Sarjapur Road,14576,38.29839263565073,1.3528422762236174,55.70135475026648,68.51855574266051,0,79.152,72.25213702743376,69.46636113778482,99.79826519104434,189,Clear,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2022-09-16,whitefield,ITPL Main Road,25084,48.72530851527166,1.5,81.92310473345911,100.0,1,100.168,58.79175795984155,80.57613459809156,63.940674750658616,109,Clear,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2022-09-16,koramangala,Sarjapur Road,51293,39.7933137366519,1.5,100.0,100.0,1,152.586,61.78169154470976,65.6024416287693,88.87936008588395,101,Clear,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2022-09-17,whitefield,Marathahalli Bridge,7250,56.57298259805513,1.0901681822979208,29.728554567571244,32.68255690089539,0,64.5,62.13506728629691,82.95329270348707,77.70000717462116,184,Clear,Yes,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2022-09-17,koramangala,Sony World Junction,46682,31.4031368857134,1.5,100.0,100.0,2,143.364,35.03425353899992,76.42699176843341,65.74882720047151,82,Clear,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2022-09-18,whitefield,ITPL Main Road,34088,25.494771549704183,1.5,100.0,100.0,1,118.176,70.51960713819128,73.26310118561469,61.62668945302347,100,Clear,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2022-09-18,koramangala,Sony World Junction,48981,29.424769387567263,1.5,100.0,100.0,6,147.962,32.64001510382204,88.18705934041381,75.48109195287789,90,Fog,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2022-09-18,koramangala,Sarjapur Road,44158,22.305367630309824,1.5,100.0,100.0,3,138.316,37.9395482165592,65.27749939037098,73.30448082146016,109,Overcast,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2022-09-19,whitefield,Marathahalli Bridge,16156,36.53871503570661,1.1067443083225303,57.52599213527543,77.10690888456655,0,82.312,42.21158289950635,75.03593413053295,91.45824579975496,111,Overcast,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2022-09-19,koramangala,Sony World Junction,44685,32.9260394818825,1.5,100.0,100.0,5,139.37,48.33093673942159,78.31758557280062,78.29843618186722,102,Clear,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2022-09-19,koramangala,Sarjapur Road,17605,51.04489560174426,1.0139404280468116,58.99075562893379,88.3707020836547,0,85.21000000000001,59.81096995802732,68.41158807137549,89.7229606912648,94,Overcast,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2022-09-20,whitefield,Marathahalli Bridge,23792,47.65363740793629,1.0919231362578965,86.68925535257824,100.0,1,97.584,11.328636056853256,78.06266855776659,82.82700637749517,88,Clear,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2022-09-20,whitefield,ITPL Main Road,24244,44.36121480455564,1.1662451346403466,80.34805064079424,100.0,2,98.488,48.55142778605195,94.8906953441262,71.52668031169802,98,Clear,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2022-09-20,koramangala,Sony World Junction,47443,27.99672836972858,1.5,100.0,100.0,1,144.886,65.06386652505195,82.34336569282658,61.55065835182246,87,Overcast,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2022-09-20,koramangala,Sarjapur Road,14918,46.8988966105318,1.2427999933380234,55.78870408277536,70.91855834458758,1,79.836,17.12525180530388,88.92574537708568,57.75410777863971,198,Clear,Yes,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2022-09-21,whitefield,Marathahalli Bridge,15036,35.24428080140964,1.221766111500795,42.70961689289709,76.93963296183117,1,80.072,30.78310130576569,64.85569301943485,50.77675314919741,107,Clear,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2022-09-21,whitefield,ITPL Main Road,34207,34.75973673782092,1.5,100.0,100.0,1,118.414,27.754402429667586,99.4714031526621,66.76702390341458,110,Clear,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2022-09-21,koramangala,Sony World Junction,62720,20.0,1.5,100.0,100.0,4,175.44,25.53343966012703,89.67810905682525,52.62480935674407,91,Clear,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2022-09-22,whitefield,Marathahalli Bridge,16112,34.527873696709484,1.038063716965608,48.83381165034493,80.07708717619994,0,82.22399999999999,41.23689531912831,73.70940502869567,93.02985886848028,101,Overcast,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
